491,144,9067
490,145,9212
489,141,9353
488,122,9475
487,153,9628
486,147,9775
485,135,9910
484,151,10061
483,152,10213
482,158,10371
481,131,10502
480,134,10636
479,149,10785
478,144,10929
477,139,11068
476,153,11221
475,160,11381
474,158,11539
473,146,11685
472,140,11825
471,162,11987
470,149,12136
469,145,12281
468,177,12458
467,149,12607
466,142,12749
465,165,12914
464,152,13066
463,136,13202
462,156,13358
461,148,13506
460,148,13654
459,141,13795
458,152,13947
457,158,14105
456,167,14272
455,167,14439
454,156,14595
453,146,14741
452,171,14912
451,168,15080
450,163,15243
449,142,15385
448,164,15549
447,147,15696
446,169,15865
445,158,16023
444,132,16155
443,164,16319
442,170,16489
441,173,16662
440,159,16821
439,166,16987
438,157,17144
437,144,17288
436,156,17444
435,142,17586
434,164,17750
433,174,17924
432,181,18105
431,190,18295
430,180,18475
429,170,18645
428,159,18804
427,177,18981
426,170,19151
425,169,19320
424,177,19497
423,158,19655
422,157,19812
421,139,19951
420,152,20103
419,189,20292
418,169,20461
417,148,20609
416,160,20769
415,161,20930
414,171,21101
413,169,21270
412,162,21432
411,164,21596
410,139,21735
409,163,21898
408,155,22053
407,154,22207
406,151,22358
405,170,22528
404,162,22690
403,164,22854
402,156,23010
401,169,23179
400,162,23341
399,166,23507
398,160,23667
397,157,23824
396,140,23964
395,162,24126
394,178,24304
393,177,24481
392,171,24652
391,122,24774
390,147,24921
389,157,25078
388,139,25217
387,167,25384
386,154,25538
385,171,25709
384,173,25882
383,167,26049
382,159,26208
381,169,26377
380,158,26535
379,158,26693
378,167,26860
377,146,27006
376,147,27153
375,165,27318
374,156,27474
373,161,27635
372,159,27794
371,137,27931
370,143,28074
369,160,28234
368,188,28422
367,170,28592
366,159,28751
365,166,28917
364,165,29082
363,167,29249
362,161,29410
361,184,29594
360,163,29757
359,162,29919
358,166,30085
357,160,30245
356,173,30418
355,143,30561
354,155,30716
353,141,30857
352,157,31014
351,170,31184
350,167,31351
349,143,31494
348,168,31662
347,146,31808
346,168,31976
345,169,32145
344,156,32301
343,171,32472
342,187,32659
341,148,32807
340,162,32969
339,177,33146
338,147,33293
337,149,33442
336,145,33587
335,144,33731
334,147,33878
333,140,34018
332,167,34185
331,152,34337
330,158,34495
329,151,34646
328,169,34815
327,144,34959
326,145,35104
325,145,35249
324,134,35383
323,146,35529
322,143,35672
321,143,35815
320,160,35975
319,162,36137
318,166,36303
317,149,36452
316,146,36598
315,163,36761
314,150,36911
313,168,37079
312,153,37232
311,144,37376
310,177,37553
309,151,37704
308,163,37867
307,154,38021
306,162,38183
305,157,38340
304,162,38502
303,162,38664
302,168,38832
301,137,38969
300,159,39128
299,152,39280
298,131,39411
297,146,39557
296,134,39691
295,135,39826
294,129,39955
293,137,40092
292,133,40225
291,143,40368
290,124,40492
289,147,40639
288,140,40779
287,143,40922
286,130,41052
285,128,41180
284,124,41304
283,163,41467
282,144,41611
281,161,41772
280,121,41893
279,134,42027
278,160,42187
277,145,42332
276,122,42454
275,138,42592
274,120,42712
273,121,42833
272,130,42963
271,122,43085
270,173,43258
269,132,43390
268,124,43514
267,130,43644
266,137,43781
265,116,43897
264,136,44033
263,120,44153
262,113,44266
261,123,44389
260,129,44518
259,142,44660
258,127,44787
257,131,44918
256,121,45039
255,122,45161
254,133,45294
253,143,45437
252,127,45564
251,110,45674
250,126,45800
249,124,45924
248,122,46046
247,116,46162
246,122,46284
245,102,46386
244,114,46500
243,114,46614
242,118,46732
241,100,46832
240,91,46923
239,106,47029
238,116,47145
237,118,47263
236,105,47368
235,94,47462
234,81,47543
233,84,47627
232,105,47732
231,103,47835
230,111,47946
229,93,48039
228,106,48145
227,91,48236
226,88,48324
225,114,48438
224,95,48533
223,96,48629
222,87,48716
221,96,48812
220,81,48893
219,99,48992
218,88,49080
217,90,49170
216,70,49240
215,67,49307
214,77,49384
213,82,49466
212,80,49546
211,91,49637
210,61,49698
209,70,49768
208,72,49840
207,67,49907
206,77,49984
205,78,50062
204,68,50130
203,90,50220
202,49,50269
201,77,50346
200,76,50422
199,47,50469
